Date,Close,High,Low,Open,Volume,EMA_20,EMA_50,RSI,MACD,MACD_SIGNAL,BB_HIGH,BB_LOW,Trend_Regime,BB_Width,BB_Width_Avg,Volatility_Regime,Volume_Avg,Volume_Regime
2015-04-29,181.88967895507807,186.2871326275261,181.33331210166932,184.4575314648479,16387960,187.1349371459954,186.7842439352201,41.65774063269958,0.4182391359681787,1.2994938370592033,202.1318894919549,172.0322782936896,Bullish,30.099611198265308,25.86992136225419,High,19399595.2,Normal
2015-04-30,184.5324249267578,185.29208873344288,181.45100191759124,181.8896788041353,34802149,186.8870788394013,186.69593730743728,46.39810478263332,0.1646718532875297,1.0725294403048686,201.40487204702745,173.86347359506243,Bullish,27.541398451965023,26.30606595421558,High,20273173.25,High
2015-05-04,190.6524810791016,191.2837415212092,184.13655114361163,185.3562756781583,15078502,187.24568857651565,186.8510958867182,55.42960013042878,0.4523410331032096,0.9484917588645368,201.20724596154483,175.45095258581844,Bullish,25.756293375726386,26.62015542313241,Low,20015328.6,Normal
2015-05-05,190.90928649902344,192.97426780404567,189.40067210381304,191.24097254092007,17846755,187.59460266437355,187.0102406166125,55.76639488237525,0.6930538880169195,0.8974041846950135,201.09373281419263,176.7649402815105,Bullish,24.328792532682144,26.971969993616568,Low,20178239.8,Normal
2015-05-06,188.36279296875,191.89359158330777,186.59738651922365,190.44917202037573,22438208,187.6677636457427,187.0632818853238,51.60238603469753,0.6706094455712162,0.8520452368702541,200.27362541641855,178.77481818709705,Bullish,21.4988072293215,27.23714422941156,Low,20683445.4,High
2015-05-07,186.3299102783203,187.9776124974505,184.029535196016,187.23936122445213,16735535,187.5403490393215,187.0345222144609,48.4896482879286,0.4832152154091318,0.7782792325780297,199.48873498980603,180.370720881776,Bullish,19.118014108030025,27.466957139343243,Low,20456449.45,Normal
2015-05-08,192.78366088867188,193.6612345695272,186.5865046224876,188.73167187394108,17104443,188.03971207259295,187.25997863305744,57.29650136194655,0.845718756530573,0.7917671373685383,199.69264085735816,180.9159727290676,Bullish,18.776668128290567,27.691018705829094,Low,20070611.35,Normal
2015-05-11,194.13796997070312,194.89635656004145,191.41857742185712,193.4662400168806,14214007,188.62049853907965,187.52970378355332,58.88510557604252,1.228129733964067,0.8790396566876442,199.95820621556317,180.91015163355797,Bullish,19.048054582005193,27.792846071111114,Low,19417490.7,Normal
2015-05-12,188.2333221435547,193.9104381338344,187.4641016894681,193.9104381338344,16650201,188.5836245966487,187.55729666041617,50.12915109299137,1.042717656181139,0.9117752565863432,199.62987522592667,180.70982661733504,Bullish,18.920048608591628,27.72998866647863,Low,18983839.8,Normal
2015-05-13,191.7869110107422,192.5561458194861,185.74142925496915,189.24087556509227,16701434,188.888699493229,187.72316388984072,54.51288600789157,1.1690461355720745,0.9632294323834896,198.79033020511227,180.98768340572755,Bullish,17.802646799384718,27.401212494780538,Low,18810044.4,Normal
